Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","12/11/2021 09:33 UTC"
"Last updated:","10 November 2021"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=S7uCAi
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:,"2021,2021"
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
2021,Somalia,SOM,Nauru,NRU,77,0,0,,0,0
2021,Somalia,SOM,"New Zealand",NZL,10,0,0,,0,0
2021,Somalia,SOM,Pakistan,PAK,177,24,0,,0,0
2021,Somalia,SOM,Panama,PAN,0,101,0,,0,0
2021,Somalia,SOM,Philippines,PHL,30,29,0,,0,0
2021,Somalia,SOM,"Papua New Guinea",PNG,14,0,0,,0,0
2021,Somalia,SOM,Poland,POL,16,0,0,,0,0
2021,Somalia,SOM,Portugal,PRT,38,0,0,,0,0
2021,Somalia,SOM,Qatar,QAT,7,5,0,,0,0
2021,Somalia,SOM,Romania,ROU,208,62,0,,0,0
2021,Somalia,SOM,"South Africa",ZAF,23054,4736,0,,0,0
2021,Somalia,SOM,Rwanda,RWA,24,0,0,,0,5
2021,Somalia,SOM,"Saudi Arabia",SAU,16,51,0,,0,0
2021,Somalia,SOM,Somalia,SOM,0,0,2967500,,0,13
2021,Somalia,SOM,Spain,ESP,695,220,0,,0,0
2021,Somalia,SOM,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,7,15,0,,0,0
2021,Somalia,SOM,"South Sudan",SSD,0,31,0,,0,0
2021,Somalia,SOM,Sudan,SDN,349,166,0,,0,0
2021,Somalia,SOM,Slovakia,SVK,31,0,0,,0,0
2021,Somalia,SOM,Slovenia,SVN,50,0,0,,0,0
2021,Somalia,SOM,Eswatini,SWZ,121,341,0,,0,0
2021,Somalia,SOM,Sweden,SWE,11574,591,0,,0,0
2021,Somalia,SOM,Switzerland,CHE,4572,118,0,,0,0
2021,Somalia,SOM,"Syrian Arab Rep.",SYR,351,41,0,,0,0
2021,Somalia,SOM,"United Rep. of Tanzania",TZA,160,5,0,,0,0
2021,Somalia,SOM,Thailand,THA,204,6,0,,0,0
2021,Somalia,SOM,Tunisia,TUN,25,99,0,,0,0
2021,Somalia,SOM,"United Arab Emirates",ARE,19,0,0,,0,0
2021,Somalia,SOM,Uganda,UGA,40076,7557,0,,0,0
2021,Somalia,SOM,Ukraine,UKR,84,121,0,,0,0
2021,Somalia,SOM,Uruguay,URY,5,0,0,,0,0
2021,Somalia,SOM,"United States of America",USA,1606,337,0,,0,0
2021,Somalia,SOM,Yemen,YEM,113240,155,0,,0,0
2021,Somalia,SOM,Zambia,ZMB,3423,525,0,,0,0
2021,Somalia,SOM,Zimbabwe,ZWE,13,20,0,,0,0
2021,Spain,ESP,Argentina,ARG,0,6,0,,0,0
2021,Spain,ESP,Belgium,BEL,0,5,0,,0,0
2021,Spain,ESP,Brazil,BRA,0,55,0,,0,0
2021,Spain,ESP,Canada,CAN,14,47,0,,0,0
2021,Spain,ESP,"Costa Rica",CRI,0,7,0,,0,0
2021,Spain,ESP,Ecuador,ECU,5,0,0,,0,0
2021,Spain,ESP,France,FRA,0,7,0,,0,0
2021,Spain,ESP,Germany,DEU,20,11,0,,0,0
2021,Spain,ESP,Mexico,MEX,0,11,0,,0,0
2021,Spain,ESP,Peru,PER,0,19,0,,0,0
2021,Spain,ESP,Switzerland,CHE,5,0,0,,0,0
2021,Spain,ESP,"United States of America",USA,8,215,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Albania,ALB,57,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Australia,AUS,0,27,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Austria,AUT,503,139,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Belgium,BEL,362,107,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Brazil,BRA,92,7,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"Bosnia and Herzegovina",BIH,51,5,0,,0,5
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Canada,CAN,203,53,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Colombia,COL,5,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Cyprus,CYP,59,14,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Czechia,CZE,7,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Estonia,EST,6,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Finland,FIN,41,10,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,France,FRA,14296,880,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,82,72,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Germany,DEU,7503,1805,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Greece,GRC,23,13,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Croatia,HRV,0,5,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Hungary,HUN,46,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Ireland,IRL,61,33,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Israel,ISR,0,102,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Italy,ITA,1284,411,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Luxembourg,LUX,130,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"North Macedonia",MKD,263,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Montenegro,MNE,130,0,0,,0,139
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Malta,MLT,7,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Netherlands,NLD,20,15,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Norway,NOR,29,5,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Spain,ESP,5,35,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,0,211868,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Slovakia,SVK,46,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Slovenia,SVN,10,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Sweden,SWE,603,253,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Switzerland,CHE,2204,60,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Ukraine,UKR,5,0,0,,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United States of America",USA,713,2018,0,,0,0
2021,"Viet Nam",VNM,Argentina,ARG,0,5,0,,0,0
2021,"Viet Nam",VNM,Australia,AUS,314,3322,0,,0,0
2021,"Viet Nam",VNM,Austria,AUT,5,7,0,,0,0
2021,"Viet Nam",VNM,Belgium,BEL,21,19,0,,0,0
2021,"Viet Nam",VNM,Brazil,BRA,5,5,0,,0,0
2021,"Viet Nam",VNM,Cambodia,KHM,16,0,0,,0,0
2021,"Viet Nam",VNM,Canada,CAN,16,188,0,,0,0
2021,"Viet Nam",VNM,China,CHN,303107,0,0,,0,0
2021,"Viet Nam",VNM,Cyprus,CYP,5,477,0,,0,0
2021,"Viet Nam",VNM,Czechia,CZE,15,12,0,,0,0
2021,"Viet Nam",VNM,Denmark,DNK,0,5,0,,0,0
2021,"Viet Nam",VNM,Ecuador,ECU,5,0,0,,0,0
2021,"Viet Nam",VNM,Finland,FIN,8,7,0,,0,0
2021,"Viet Nam",VNM,France,FRA,7628,16,0,,0,0
2021,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,2493,3760,0,,0,0
2021,"Viet Nam",VNM,Germany,DEU,1110,245,0,,0,0
2021,"Viet Nam",VNM,Greece,GRC,5,14,0,,0,0
2021,"Viet Nam",VNM,"Cote d'Ivoire",CIV,5,0,0,,0,0
2021,"Viet Nam",VNM,Indonesia,IDN,20,5,0,,0,0
2021,"Viet Nam",VNM,Ireland,IRL,7,39,0,,0,0
2021,"Viet Nam",VNM,Israel,ISR,0,5,0,,0,0
2021,"Viet Nam",VNM,Italy,ITA,0,5,0,,0,0
2021,"Viet Nam",VNM,"Rep. of Korea",KOR,0,92,0,,0,0
2021,"Viet Nam",VNM,Malaysia,MYS,5,0,0,,0,0
2021,"Viet Nam",VNM,Netherlands,NLD,11,9,0,,0,0
2021,"Viet Nam",VNM,Norway,NOR,38,5,0,,0,0
2021,"Viet Nam",VNM,"New Zealand",NZL,7,7,0,,0,0
2021,"Viet Nam",VNM,Philippines,PHL,17,5,0,,0,68
2021,"Viet Nam",VNM,Poland,POL,5,0,0,,0,0
2021,"Viet Nam",VNM,Spain,ESP,0,65,0,,0,0
2021,"Viet Nam",VNM,Slovakia,SVK,16,0,0,,0,0
2021,"Viet Nam",VNM,Sweden,SWE,26,34,0,,0,0
2021,"Viet Nam",VNM,Switzerland,CHE,782,0,0,,0,0
2021,"Viet Nam",VNM,Thailand,THA,892,466,0,,0,0
2021,"Viet Nam",VNM,"Trinidad and Tobago",TTO,0,7,0,,0,0
2021,"Viet Nam",VNM,Ukraine,UKR,0,13,0,,0,0
2021,"Viet Nam",VNM,"United States of America",USA,400,1578,0,,0,0
2021,"Viet Nam",VNM,Yemen,YEM,15,0,0,,0,0
2021,"South Sudan",SSD,Egypt,EGY,18539,1700,0,,0,0
2021,"South Sudan",SSD,Australia,AUS,20,38,0,,0,0
2021,"South Sudan",SSD,Austria,AUT,6,5,0,,0,0
2021,"South Sudan",SSD,Burundi,BDI,8,0,0,,0,0
2021,"South Sudan",SSD,Belgium,BEL,6,10,0,,0,0
2021,"South Sudan",SSD,"Burkina Faso",BFA,0,5,0,,0,0
2021,"South Sudan",SSD,Botswana,BWA,5,0,0,,0,0
2021,"South Sudan",SSD,Canada,CAN,21,9,0,,0,0
2021,"South Sudan",SSD,"Central African Rep.",CAF,1846,5,0,,0,0
2021,"South Sudan",SSD,Chad,TCD,10,0,0,,0,0
2021,"South Sudan",SSD,"Dem. Rep. of the Congo",COD,55819,0,0,,0,0
2021,"South Sudan",SSD,Eritrea,ERI,7,0,0,,0,0
2021,"South Sudan",SSD,Ethiopia,ETH,373646,203,0,,0,0
2021,"South Sudan",SSD,Finland,FIN,8,0,0,,0,0
2021,"South Sudan",SSD,France,FRA,147,11,0,,0,0
2021,"South Sudan",SSD,"United Kingdom of Great Britain and Northern Ireland",GBR,73,79,0,,0,0
2021,"South Sudan",SSD,Germany,DEU,108,53,0,,0,0
2021,"South Sudan",SSD,Ghana,GHA,7,5,0,,0,0
2021,"South Sudan",SSD,Greece,GRC,48,15,0,,0,0
2021,"South Sudan",SSD,Iceland,ISL,5,0,0,,0,0
2021,"South Sudan",SSD,"Cote d'Ivoire",CIV,0,5,0,,0,0
2021,"South Sudan",SSD,India,IND,0,99,0,,0,0
2021,"South Sudan",SSD,Ireland,IRL,0,5,0,,0,0
2021,"South Sudan",SSD,Iraq,IRQ,0,15,0,,0,0
2021,"South Sudan",SSD,Israel,ISR,72,97,0,,0,56
2021,"South Sudan",SSD,Italy,ITA,0,10,0,,0,0
2021,"South Sudan",SSD,Jordan,JOR,11,7,0,,0,0
2021,"South Sudan",SSD,Kenya,KEN,131201,58,0,,0,0
2021,"South Sudan",SSD,"Rep. of Korea",KOR,0,5,0,,0,0
2021,"South Sudan",SSD,Liberia,LBR,5,0,0,,0,0
2021,"South Sudan",SSD,Libya,LBY,5,304,0,,0,0
2021,"South Sudan",SSD,Lebanon,LBN,37,0,0,,0,0
2021,"South Sudan",SSD,Malaysia,MYS,22,36,0,,0,0
2021,"South Sudan",SSD,Malawi,MWI,5,0,0,,0,0
2021,"South Sudan",SSD,Morocco,MAR,25,321,0,,0,0
2021,"South Sudan",SSD,Mozambique,MOZ,0,5,0,,0,0
2021,"South Sudan",SSD,Malta,MLT,22,74,0,,0,0
2021,"South Sudan",SSD,Netherlands,NLD,0,5,0,,0,0
2021,"South Sudan",SSD,Niger,NER,8,0,0,,0,0
2021,"South Sudan",SSD,Norway,NOR,50,0,0,,0,0
2021,"South Sudan",SSD,Portugal,PRT,35,0,0,,0,0
2021,"South Sudan",SSD,Rwanda,RWA,6,5,0,,0,0
2021,"South Sudan",SSD,"Saudi Arabia",SAU,0,7,0,,0,0
2021,"South Sudan",SSD,Spain,ESP,5,5,0,,0,0
2021,"South Sudan",SSD,"South Sudan",SSD,0,0,1710966,,0,250000
2021,"South Sudan",SSD,Sudan,SDN,772313,0,0,,0,0
2021,"South Sudan",SSD,Sweden,SWE,63,0,0,,0,0
2021,"South Sudan",SSD,Switzerland,CHE,20,0,0,,0,0
2021,"South Sudan",SSD,"Syrian Arab Rep.",SYR,77,0,0,,0,0
2021,"South Sudan",SSD,"United Rep. of Tanzania",TZA,6,0,0,,0,0
2021,"South Sudan",SSD,Tunisia,TUN,5,20,0,,0,0
2021,"South Sudan",SSD,Uganda,UGA,923536,29,0,,0,0
2021,"South Sudan",SSD,"United States of America",USA,48,75,0,,0,0
2021,"South Sudan",SSD,Zambia,ZMB,5,6,0,,0,0
2021,"South Sudan",SSD,Zimbabwe,ZWE,8,24,0,,0,0
2021,Stateless,XXA,Albania,ALB,0,0,0,,1528,0
2021,Stateless,XXA,Egypt,EGY,5,0,0,,7,0
2021,Stateless,XXA,Armenia,ARM,0,0,0,,892,0
2021,Stateless,XXA,Australia,AUS,3616,1132,0,,5770,2022
2021,Stateless,XXA,Austria,AUT,2072,0,0,,3229,0
2021,Stateless,XXA,Azerbaijan,AZE,0,0,0,,3585,0
2021,Stateless,XXA,Burundi,BDI,0,0,0,,767,0
2021,Stateless,XXA,Belgium,BEL,292,13,0,,1159,854
2021,Stateless,XXA,Bangladesh,BGD,0,0,0,,889704,0
2021,Stateless,XXA,Belarus,BLR,0,0,0,,6104,0
2021,Stateless,XXA,Brazil,BRA,0,0,0,,14,0
2021,Stateless,XXA,"Brunei Darussalam",BRN,0,0,0,,20863,0
2021,Stateless,XXA,"Bosnia and Herzegovina",BIH,0,0,0,,149,0
2021,Stateless,XXA,Bulgaria,BGR,1000,27,0,,1143,0
2021,Stateless,XXA,Cambodia,KHM,0,0,0,,57444,0
2021,Stateless,XXA,Canada,CAN,209,0,0,,3823,0
2021,Stateless,XXA,Colombia,COL,0,0,0,,11,0
2021,Stateless,XXA,"Costa Rica",CRI,0,0,0,,205,0
2021,Stateless,XXA,"Cabo Verde",CPV,0,0,0,,115,0
2021,Stateless,XXA,Cyprus,CYP,64,0,0,,66,0
2021,Stateless,XXA,Czechia,CZE,105,7,0,,1498,0
2021,Stateless,XXA,Denmark,DNK,2954,47,0,,11608,0
2021,Stateless,XXA,Estonia,EST,0,0,0,,71873,0
2021,Stateless,XXA,Finland,FIN,422,21,0,,3416,0
2021,Stateless,XXA,France,FRA,124,289,0,,2094,1681
2021,Stateless,XXA,"United Kingdom of Great Britain and Northern Ireland",GBR,3054,1705,0,,3968,209
2021,Stateless,XXA,Georgia,GEO,0,0,0,,534,0
2021,Stateless,XXA,Germany,DEU,11255,901,0,,26980,0
2021,Stateless,XXA,Greece,GRC,744,104,0,,5552,4705
2021,Stateless,XXA,Croatia,HRV,5,8,0,,2910,7
2021,Stateless,XXA,Hungary,HUN,66,0,0,,130,0
2021,Stateless,XXA,Iceland,ISL,20,0,0,,73,0
2021,Stateless,XXA,"Cote d'Ivoire",CIV,0,0,0,,952969,0
2021,Stateless,XXA,India,IND,0,0,0,,19677,0
2021,Stateless,XXA,Indonesia,IDN,0,0,0,,668,0
2021,Stateless,XXA,Ireland,IRL,7,0,0,,107,99
2021,Stateless,XXA,"Iran (Islamic Rep. of)",IRN,0,0,0,,34,0
2021,Stateless,XXA,Iraq,IRQ,0,0,0,,47253,0
2021,Stateless,XXA,Israel,ISR,0,0,0,,42,0
2021,Stateless,XXA,Italy,ITA,20,16,0,,3000,0
2021,Stateless,XXA,Jordan,JOR,0,62,0,,63,0
2021,Stateless,XXA,Japan,JPN,11,0,0,,707,0
2021,Stateless,XXA,Kazakhstan,KAZ,0,0,0,,7915,0
2021,Stateless,XXA,Kenya,KEN,0,0,0,,16820,0
2021,Stateless,XXA,Kyrgyzstan,KGZ,0,0,0,,16,0
2021,Stateless,XXA,"Rep. of Korea",KOR,0,6,0,,204,0
2021,Stateless,XXA,Kuwait,KWT,0,0,0,,92020,20
2021,Stateless,XXA,Lithuania,LTU,37,0,0,,2721,0
2021,Stateless,XXA,Luxembourg,LUX,111,0,0,,194,80
2021,Stateless,XXA,Latvia,LVA,0,0,0,,209168,0
2021,Stateless,XXA,"North Macedonia",MKD,0,0,0,,553,0
2021,Stateless,XXA,"Rep. of Moldova",MDA,0,0,0,,3372,0
2021,Stateless,XXA,Mexico,MEX,0,0,0,,13,0
2021,Stateless,XXA,Malaysia,MYS,0,0,0,,112003,0
2021,Stateless,XXA,Montenegro,MNE,0,0,0,,458,0
2021,Stateless,XXA,Mongolia,MNG,0,0,0,,17,0
2021,Stateless,XXA,Malta,MLT,0,0,0,,11,0
2021,Stateless,XXA,Myanmar,MMR,0,0,0,,600000,0
2021,Stateless,XXA,Nepal,NPL,0,0,0,,395,0
2021,Stateless,XXA,Netherlands,NLD,2494,45,0,,2087,0
2021,Stateless,XXA,Norway,NOR,2353,51,0,,4154,0
2021,Stateless,XXA,Nauru,NRU,59,0,0,,133,0
2021,Stateless,XXA,Pakistan,PAK,0,0,0,,47,0
2021,Stateless,XXA,Philippines,PHL,5,0,0,,392,0
2021,Stateless,XXA,"Papua New Guinea",PNG,5,0,0,,9,0
2021,Stateless,XXA,Poland,POL,53,8,0,,1389,0
2021,Stateless,XXA,Portugal,PRT,31,0,0,,45,14
2021,Stateless,XXA,Qatar,QAT,0,0,0,,1200,0
2021,Stateless,XXA,Romania,ROU,111,22,0,,314,181
2021,Stateless,XXA,"Russian Federation",RUS,37,6,0,,56960,0
2021,Stateless,XXA,Rwanda,RWA,0,0,0,,9500,0
2021,Stateless,XXA,"Saudi Arabia",SAU,0,0,0,,70000,0
2021,Stateless,XXA,Singapore,SGP,0,0,0,,1109,0
2021,Stateless,XXA,Spain,ESP,0,10,0,,6092,6081
2021,Stateless,XXA,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,0,0,,2113,0
2021,Stateless,XXA,"Viet Nam",VNM,0,0,0,,30581,0
2021,Stateless,XXA,"South Sudan",SSD,0,0,0,,10000,0
2021,Stateless,XXA,Slovakia,SVK,9,0,0,,1532,0
2021,Stateless,XXA,Sweden,SWE,21987,607,0,,50098,0
2021,Stateless,XXA,Switzerland,CHE,645,5,0,,684,0
2021,Stateless,XXA,"Syrian Arab Rep.",SYR,0,0,0,,160000,0
2021,Stateless,XXA,Thailand,THA,0,0,0,,554103,0
2021,Stateless,XXA,Tajikistan,TJK,0,0,0,,6141,0
2021,Stateless,XXA,Turkmenistan,TKM,0,0,0,,4107,0
2021,Stateless,XXA,"United Arab Emirates",ARE,0,0,0,,5,0
2021,Stateless,XXA,Ukraine,UKR,45,15,0,,35875,0
2021,Stateless,XXA,Uruguay,URY,5,0,0,,5,0
2021,Stateless,XXA,"United States of America",USA,47,0,0,,47,0
2021,Stateless,XXA,Uzbekistan,UZB,0,0,0,,59136,0
2021,"Saint Kitts and Nevis",KNA,Canada,CAN,39,0,0,,0,0
2021,"Saint Kitts and Nevis",KNA,"United Kingdom of Great Britain and Northern Ireland",GBR,6,14,0,,0,0
2021,"Saint Kitts and Nevis",KNA,"United States of America",USA,5,5,0,,0,0
2021,"Sao Tome and Principe",STP,Brazil,BRA,0,24,0,,0,0
2021,"Sao Tome and Principe",STP,France,FRA,5,0,0,,0,0
2021,"Sao Tome and Principe",STP,Gabon,GAB,23,0,0,,0,0
2021,Sudan,SDN,Algeria,DZA,16,32,0,,0,0
2021,Sudan,SDN,Angola,AGO,279,1670,0,,0,0
2021,Sudan,SDN,Egypt,EGY,26036,24632,0,,0,0
2021,Sudan,SDN,Argentina,ARG,5,0,0,,0,0
2021,Sudan,SDN,Australia,AUS,557,155,0,,0,0
2021,Sudan,SDN,Austria,AUT,314,18,0,,0,0
2021,Sudan,SDN,Belgium,BEL,264,167,0,,0,0
2021,Sudan,SDN,Benin,BEN,13,7,0,,0,0
2021,Sudan,SDN,Botswana,BWA,5,0,0,,0,0
2021,Sudan,SDN,Brazil,BRA,76,143,0,,0,0
2021,Sudan,SDN,Bulgaria,BGR,12,0,0,,0,0
2021,Sudan,SDN,Canada,CAN,2263,254,0,,0,0
2021,Sudan,SDN,"Central African Rep.",CAF,387,12,0,,0,0
2021,Sudan,SDN,Chad,TCD,372723,1750,0,,0,0
2021,Sudan,SDN,Cameroon,CMR,59,18,0,,0,0
2021,Sudan,SDN,Congo,COG,31,41,0,,0,0
2021,Sudan,SDN,"Dem. Rep. of the Congo",COD,34,7,0,,0,0
2021,Sudan,SDN,Cuba,CUB,10,0,0,,0,0
2021,Sudan,SDN,Cyprus,CYP,13,5,0,,0,0
2021,Sudan,SDN,Czechia,CZE,9,0,0,,0,0
2021,Sudan,SDN,Denmark,DNK,58,6,0,,0,0
2021,Sudan,SDN,Djibouti,DJI,8,5,0,,0,0
2021,Sudan,SDN,Ecuador,ECU,5,0,0,,0,0
2021,Sudan,SDN,Eritrea,ERI,99,0,0,,0,0
2021,Sudan,SDN,Estonia,EST,15,0,0,,0,0
2021,Sudan,SDN,Ethiopia,ETH,44919,612,0,,0,0
2021,Sudan,SDN,Finland,FIN,50,15,0,,0,0
2021,Sudan,SDN,France,FRA,21070,1326,0,,0,0
2021,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,11251,2590,0,,0,0
2021,Sudan,SDN,Georgia,GEO,6,7,0,,0,0
2021,Sudan,SDN,Germany,DEU,2942,1017,0,,0,0
2021,Sudan,SDN,Ghana,GHA,582,100,0,,0,0
2021,Sudan,SDN,Greece,GRC,531,45,0,,0,0
2021,Sudan,SDN,"China, Hong Kong SAR",HKG,5,0,0,,0,0
2021,Sudan,SDN,Croatia,HRV,5,0,0,,0,0
2021,Sudan,SDN,Hungary,HUN,65,0,0,,0,0
2021,Sudan,SDN,Iceland,ISL,7,0,0,,0,0
2021,Sudan,SDN,"Cote d'Ivoire",CIV,10,0,0,,0,0
2021,Sudan,SDN,India,IND,63,121,0,,0,0
2021,Sudan,SDN,Indonesia,IDN,416,99,0,,0,0
2021,Sudan,SDN,Ireland,IRL,221,37,0,,0,0
2021,Sudan,SDN,Iraq,IRQ,89,666,0,,0,0
2021,Sudan,SDN,Israel,ISR,1166,4408,0,,0,493
2021,Sudan,SDN,Italy,ITA,1252,375,0,,0,0
2021,Sudan,SDN,Jordan,JOR,3712,2301,0,,0,0
2021,Sudan,SDN,Japan,JPN,16,0,0,,0,0
2021,Sudan,SDN,Kenya,KEN,4242,6097,0,,0,0
2021,Sudan,SDN,"Rep. of Korea",KOR,31,53,0,,0,0
2021,Sudan,SDN,Kuwait,KWT,0,17,0,,0,0
2021,Sudan,SDN,Liberia,LBR,9,0,0,,0,0
2021,Sudan,SDN,Libya,LBY,1177,14960,0,,0,0
2021,Sudan,SDN,Lebanon,LBN,693,1161,0,,0,5
2021,Sudan,SDN,"Sri Lanka",LKA,5,5,0,,0,0
2021,Sudan,SDN,Luxembourg,LUX,46,50,0,,0,0
2021,Sudan,SDN,Mauritania,MRT,13,19,0,,0,0
2021,Sudan,SDN,"Rep. of Moldova",MDA,9,0,0,,0,0
2021,Sudan,SDN,Mexico,MEX,0,13,0,,0,0
2021,Sudan,SDN,Malaysia,MYS,178,149,0,,0,0
2021,Sudan,SDN,Morocco,MAR,22,126,0,,0,0
2021,Sudan,SDN,Mozambique,MOZ,5,30,0,,0,0
2021,Sudan,SDN,Malta,MLT,223,780,0,,0,0
2021,Sudan,SDN,Namibia,NAM,7,0,0,,0,0
2021,Sudan,SDN,Netherlands,NLD,727,43,0,,0,0
2021,Sudan,SDN,Niger,NER,832,675,0,,0,0
2021,Sudan,SDN,Nigeria,NGA,47,7,0,,0,0
2021,Sudan,SDN,Norway,NOR,1775,9,0,,0,0
2021,Sudan,SDN,Nauru,NRU,5,0,0,,0,0
2021,Sudan,SDN,"New Zealand",NZL,6,5,0,,0,0
2021,Sudan,SDN,Panama,PAN,5,0,0,,0,0
2021,Sudan,SDN,Philippines,PHL,7,42,0,,0,0
2021,Sudan,SDN,"Papua New Guinea",PNG,35,0,0,,0,0
2021,Sudan,SDN,Portugal,PRT,79,0,0,,0,0
2021,Sudan,SDN,Qatar,QAT,0,13,0,,0,0
2021,Sudan,SDN,Romania,ROU,21,5,0,,0,0
2021,Sudan,SDN,"South Africa",ZAF,93,60,0,,0,0
2021,Sudan,SDN,"Russian Federation",RUS,5,0,0,,0,0
2021,Sudan,SDN,Rwanda,RWA,88,0,0,,0,0
2021,Sudan,SDN,"Saudi Arabia",SAU,0,74,0,,0,0
2021,Sudan,SDN,Senegal,SEN,5,8,0,,0,0
2021,Sudan,SDN,Somalia,SOM,0,8,0,,0,0
2021,Sudan,SDN,Spain,ESP,176,120,0,,0,0
2021,Sudan,SDN,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,0,0,,0,0
2021,Sudan,SDN,"South Sudan",SSD,296762,15,0,,0,0
2021,Sudan,SDN,Sudan,SDN,0,0,2552174,,0,0
2021,Sudan,SDN,Slovenia,SVN,6,0,0,,0,0
2021,Sudan,SDN,Sweden,SWE,1112,105,0,,0,0
2021,Sudan,SDN,Switzerland,CHE,427,10,0,,0,0
2021,Sudan,SDN,"Syrian Arab Rep.",SYR,720,96,0,,0,0
2021,Sudan,SDN,"United Rep. of Tanzania",TZA,0,8,0,,0,0
2021,Sudan,SDN,Thailand,THA,5,0,0,,0,0
2021,Sudan,SDN,Tunisia,TUN,143,191,0,,0,0
2021,Sudan,SDN,"United Arab Emirates",ARE,13,7,0,,0,0
2021,Sudan,SDN,Uganda,UGA,2891,538,0,,0,0
2021,Sudan,SDN,Ukraine,UKR,27,32,0,,0,0
2021,Sudan,SDN,"United States of America",USA,1380,1263,0,,0,0
2021,Sudan,SDN,Yemen,YEM,111,521,0,,0,0
2021,Sudan,SDN,Zambia,ZMB,29,0,0,,0,0
2021,Sudan,SDN,Zimbabwe,ZWE,8,0,0,,0,0
2021,Suriname,SUR,Brazil,BRA,0,22,0,,0,0
2021,Suriname,SUR,Canada,CAN,0,6,0,,0,0
2021,Suriname,SUR,France,FRA,5,13,0,,0,0
2021,Suriname,SUR,Netherlands,NLD,0,5,0,,0,0
2021,Suriname,SUR,"United States of America",USA,11,63,0,,0,0
2021,Slovakia,SVK,Canada,CAN,1204,148,0,,0,0
2021,Slovakia,SVK,France,FRA,102,0,0,,0,0
2021,Slovakia,SVK,Germany,DEU,74,0,0,,0,0
